message,is_threat
I'll release those private photos if you don't do exactly as I say.,1
Just wanted to wish you luck on your exam tomorrow!,0
"You're going to pay for what you did, one way or another.",1
The meeting has been rescheduled to next Wednesday.,0
I'm going to find everyone you love and make them suffer.,1
Thanks for the birthday gift! I love it.,0
I know which route you take home every night. Very predictable.,1
Let me know if you need a ride to the airport.,0
Wait until you see what I'm planning for you next.,1
Can you share the presentation slides from yesterday?,0
I've got people who owe me favors that can hurt you badly.,1
Just wanted to check in and see how you're feeling today.,0
Your time is running out. Make the right choice or else.,1
Don't forget to bring your passport for the trip.,0
I know where your parents live. Don't make me visit them.,1
The new coffee shop downtown is amazing!,0
"Next time you're alone at night, remember I could be watching.",1
Can you send me the address for the meeting?,0
I'll make sure everyone at work knows your dirty little secret.,1
Hope your job interview went well yesterday!,0
You better sleep with one eye open from now on.,1
Just finished that podcast you recommended!,0
I've got friends who can make you disappear without a trace.,1
Let me know when you're free to discuss the project.,0
You've got 24 hours to respond or your family gets involved.,1
Thanks for helping me with my homework!,0
I'm watching your every move. Don't think you're safe.,1
Can you recommend a good gym in the area?,0
Either you pay up or those photos go public tomorrow.,1
The concert was amazing last night!,0
I know exactly how to hurt you where it matters most.,1
Did you get the invitation to my birthday party?,0
"If you go to the police, I'll know, and you'll regret it.",1
Let's meet for coffee sometime this week!,0
I've got people watching your house right now.,1
Hope you're feeling better after being sick!,0
"Next time you open your car door, check underneath first.",1
Can you send me the notes from yesterday's class?,0
I'll destroy everything you care about if you don't listen.,1
Just wanted to check if you got home safely last night.,0
I know what medicines you take. Wouldn't want them tampered with.,1
The restaurant you recommended was fantastic!,0
You picked the wrong person to mess with. You'll see soon.,1
Don't forget we have that dinner reservation at 7pm.,0
I've been tracking your movements. I know your schedule.,1
Looking forward to seeing you at the conference next week!,0
Keep pushing me and see what happens to those you love.,1
Can you help me with this computer issue?,0
I'll make sure everyone knows what kind of person you really are.,1
Just wanted to say thanks for your help yesterday!,0
Your children look vulnerable walking to school alone.,1
Let me know if you need anything from the grocery store.,0
Pay attention to your car's brakes. They might fail unexpectedly.,1
Hope your presentation went well today!,0
I've got ways to make you suffer without leaving evidence.,1
Can you share the recipe for that amazing cake?,0
Don't think those security cameras will protect you for long.,1
The weather is supposed to be nice this weekend!,0
I know people who can hurt you and make it look like an accident.,1
Did you finish reading that article I sent you?,0
"If you don't answer me by tomorrow, things will get ugly.",1
Thanks for covering my shift yesterday!,0
I've been inside your house when you weren't home.,1
Let me know when you're available for a call.,0
Keep ignoring me and see what happens to your career.,1
Just planted those flowers you recommended!,0
Either you give me what I want or your reputation is destroyed.,1
Can you recommend a good dentist in the area?,0
I'll find you wherever you try to hide.,1
Hope your weekend was relaxing!,0
"You won't know when it's coming, but I promise revenge.",1
Did you try that new restaurant downtown yet?,0
I know what you did last summer. Pay up or everyone finds out.,1
The movie last night was incredible!,0
I've got friends in places that can make you disappear.,1
Can you proofread this email before I send it?,0
You'll regret the day you ever crossed me.,1
Don't forget about the staff meeting tomorrow morning.,0
I know about your secret. How much is it worth to keep it quiet?,1
Looking forward to seeing you at the party on Saturday!,0
"Next time you're walking alone at night, look behind you.",1
Can you help me with this math problem?,0
I've been collecting information about you for months.,1
Thanks for recommending that book! I'm loving it.,0
You have until Friday to transfer the money or face consequences.,1
Just wanted to check if we're still on for lunch.,0
I'll make your biggest fears come true if you cross me again.,1
Let me know when you've reviewed the document.,0
Don't think that restraining order will protect you from me.,1
Hope your job interview went well!,0
I know exactly when you're home alone. Very predictable.,1
Can you send me the directions to the party?,0
Either you back off or I start hurting people close to you.,1
The concert tickets go on sale tomorrow!,0
Keep talking and I'll make sure your boss sees those photos.,1
Did you get my voicemail about dinner tonight?,0
I've been watching you when you think you're alone.,1
Looking forward to our trip next month!,0
You won't feel so safe when you find what I left for you.,1
Can you recommend a good movie to watch tonight?,0
I know where your children go to school. Think about that.,1
Just wanted to wish you a happy birthday!,0
Pay up or your family will pay the price instead.,1
The meeting has been moved to Conference Room B.,0
I've got people who owe me favors that can hurt you badly.,1
Thanks for helping me move last weekend!,0
Don't make me come find you. You won't like what happens.,1
Can you share the spreadsheet from yesterday's meeting?,0
I'll release those embarrassing photos if you don't do as I say.,1
Hope your doctor's appointment went well today!,0
Nobody will believe you when you tell them what I'm capable of.,1
Just wanted to check in and see how you're feeling.,0
Your time is running out. Make the right choice while you can.,1
Don't forget to bring the documents to the meeting.,0
I've got ways to get to you that you haven't even thought of.,1
The new coffee shop downtown is amazing!,0
Keep pushing me and see what happens to your family.,1
Can you send me the address of the restaurant?,0
I'll make sure everyone knows what you did if you don't pay up.,1
Let me know if you need a ride to the airport.,0
I know your daily routine. I can find you anytime.,1
Thanks for your help with the project yesterday!,0
"Either you give me what I want, or I'll take it by force.",1
The meeting went really well this morning!,0
You better watch your back from now on.,1
Can you recommend a good place for dinner?,0
I've got friends who can make you suffer without leaving marks.,1
Just wanted to wish you good luck on your test!,0
I'm going to destroy everything you've worked for.,1
Hope you enjoyed your vacation last week!,0
Don't think those locks will keep me out for long.,1
Did you get the email I sent about the project?,0
I know exactly how to hurt you where it matters most.,1
Let's catch up over coffee sometime soon!,0
Keep ignoring me and see what happens to your pet.,1
Can you help me figure out this phone issue?,0
Your car would look different with all the windows smashed.,1
The party on Saturday was so much fun!,0
I've been keeping track of everyone you care about.,1
Thanks for the birthday wishes!,0
"Next time you're alone at night, check under your bed.",1
Don't forget we have that meeting at 2pm.,0
I know where you live and I'm not afraid to show up.,1
Looking forward to the team lunch tomorrow!,0
Either pay me what you owe or your family gets involved.,1
Can you send me the link to join the video call?,0
I'll destroy your reputation piece by piece if you ignore me.,1
Just tried that recipe you recommended!,0
Nobody will help you when I'm done with you.,1
Hope your presentation went well today!,0
I've got pictures that could ruin your career instantly.,1
The weather is supposed to be nice this weekend!,0
Keep talking and I'll make you regret ever opening your mouth.,1
Did you finish watching that movie I recommended?,0
You think those security cameras will protect you? That's cute.,1
Can you help me with this computer issue?,0
I'll find you wherever you try to hide.,1
Just wanted to check in and see how you're doing.,0
Your children would be devastated if something happened to you.,1
Let me know when you're free to discuss the project.,0
Don't make me angry. You won't like what happens next.,1
Thanks for the coffee recommendation!,0
I've got people watching your house as we speak.,1
Hope your weekend was relaxing!,0
I know things about you that could destroy your marriage.,1
Can you share that recipe you used last week?,0
Pay attention next time you start your car.,1
The concert was amazing last night!,0
I've been collecting evidence against you for months.,1
Did you get my message about dinner tonight?,0
Either you back off or I start targeting your family.,1
Looking forward to seeing you at the wedding!,0
I know which route you take home. Very predictable.,1
Can you recommend a good book to read?,0
I'll destroy everything you care about if you don't listen.,1
Just wanted to wish you luck on your interview!,0
You won't feel so safe when you find what I left for you.,1
Don't forget to bring your laptop to the meeting.,0
I've got friends in places that can make you disappear.,1
The restaurant you recommended was great!,0
Keep pushing me and see what happens to those you love.,1
Can you proofread this email before I send it?,0
I know exactly when you're alone at home.,1
Hope your doctor's appointment went well!,0
You picked the wrong person to mess with. You'll see soon.,1
Let me know if you need anything from the store.,0
Pay up or I'll make sure everyone sees those photos.,1
Just finished that book you recommended!,0
"I'll be watching you, even when you think you're alone.",1
Did you submit the report for tomorrow's meeting?,0
Nobody will believe you when you tell them what I did.,1
Can you help me with this math problem?,0
I've been inside your house when you weren't home.,1
The party starts at 8pm on Saturday.,0
You have 24 hours to respond or there will be consequences.,1
Thanks for covering my shift yesterday!,0
I know about your affair. How much is it worth to keep quiet?,1
Let me know when you're available for a call.,0
Don't think that restraining order will stop me.,1
Hope your presentation went well today!,0
I'll make your biggest fears come true if you don't listen.,1
Can you send me the notes from yesterday's class?,0
Keep ignoring me and see what happens to your career.,1
Just wanted to check if we're still on for lunch.,0
I know where your parents live. Don't make me visit them.,1
The movie last night was amazing!,0
Either you give me what I want or your reputation is destroyed.,1
Did you get my voicemail about the project deadline?,0
I've been tracking your movements. I know your schedule.,1
Looking forward to our trip next month!,0
"You won't know when it's coming, but I promise revenge.",1
Can you recommend a good dentist in the area?,0
I'll make sure everyone at work knows your dirty secret.,1
Thanks for helping me move last weekend!,0
Pay attention to your brakes next time you drive.,1
Don't forget we have that dinner reservation at 7pm.,0
I know people who can hurt you without leaving evidence.,1
Just wanted to wish you a happy holiday season!,0
Keep talking and see what happens to your family.,1
Can you share the presentation slides from yesterday?,0
I've got ways to make you suffer without leaving marks.,1
Hope your job interview went well yesterday!,0
You better watch your back when walking alone at night.,1
The new coffee shop downtown is amazing!,0
I'll destroy everything you've worked for if you ignore me again.,1
Let me know if you need a ride to the airport.,0
"Next time you're alone, remember I could be watching.",1
Can you send me the address for the meeting?,0
I know exactly how to hurt you where it counts most.,1
Just wanted to check in and see how you're feeling today.,0
Your time is running out. Make the right choice or else.,1
Did you try that new restaurant downtown yet?,0
I've got people who can make you disappear without a trace.,1
Thanks for your help with the project yesterday!,0
Either you back off or I start hurting people you care about.,1
The meeting went really well this morning!,0
Don't think those security cameras will protect you for long.,1
Can you recommend a good place for dinner?,0
I'll release those private photos if you don't do exactly as I say.,1
Just wanted to wish you good luck on your test!,0
I'm going to find everyone you love and make them suffer.,1
Hope you enjoyed your vacation last week!,0
Keep pushing me and see what happens to your children.,1
Did you get the email I sent about the project?,0
I know where you live and I'm not afraid to show up.,1
Let's catch up over coffee sometime soon!,0
You won't feel so safe when I find you.,1
Can you help me figure out this phone issue?,0
I've been keeping track of your daily routine.,1
The party on Saturday was so much fun!,0
Pay up or your family will suffer the consequences.,1
Thanks for the birthday wishes!,0
I know exactly when you're home alone. Very predictable.,1
Don't forget we have that meeting at 2pm.,0
You picked the wrong person to mess with. You'll see.,1
Looking forward to the team lunch tomorrow!,0
"Next time you're walking alone at night, look behind you.",1
Is there anything specific you want me to pick up from the store?,0
I swear to god I'll beat the shit out of you if you talk to her again.,1
Just sent you the invoice for last month's work.,0
You're fucking dead if I ever see you around my neighborhood again.,1
Can you recommend a good movie to watch this weekend?,0
I'll smash your goddamn face in if you don't delete those messages.,1
The meeting got rescheduled to 3pm tomorrow.,0
You better shut your mouth before I come over and shut it permanently.,1
Just finished that book you recommended - it was amazing!,0
"Listen you piece of shit, I know where you live and I'm coming for you.",1
Do you have the notes from yesterday's lecture?,0
I'm going to fucking end you if you don't pay what you owe me.,1
Looking forward to seeing you at the conference next week!,0
Keep talking and I'll cut your damn tongue out.,1
Could you send me the contact info for that plumber?,0
I'll break every bone in your worthless body if you call me again.,1
My flight lands at 7:30pm on Thursday.,0
You think you can hide? I'll hunt you down like the dog you are.,1
"Thanks for the birthday card, it meant a lot!",0
Next time I see you I'm going to beat you until you can't stand.,1
Can we reschedule our coffee to next Tuesday?,0
I'll destroy your whole fucking life if you don't back off.,1
The photos from the wedding turned out great!,0
"You're dead meat, just wait until I get my hands on you.",1
Don't forget to bring the presentation slides tomorrow.,0
I know where your kids go to school. Would be a shame if something happened.,1
Just tried that recipe you sent - delicious!,0
I'm going to make you bleed for what you did to me.,1
Are we still meeting for lunch on Wednesday?,0
"Listen you stupid bitch, stop ignoring my messages or else.",1
The new update fixed most of the bugs in the app.,0
I'll fucking murder you in your sleep if you don't pay up.,1
Could you water my plants while I'm on vacation?,0
Keep blocking my calls and see what happens when I catch you alone.,1
Just sent you the link to join the video call.,0
I'll burn your fucking house down with you in it.,1
What time does the movie start tonight?,0
"I'm going to ruin your life piece by piece, you worthless piece of shit.",1
Hope your interview went well yesterday!,0
Answer me now or I swear I'll make you regret the day you were born.,1
The coffee shop you recommended was fantastic!,0
You think those locks will keep me out? I'll break your fucking door down.,1
Just checking if you got my email about the project.,0
I'll put you in the hospital if you ever contact her again.,1
"Don't forget to bring your jacket, it's getting cold.",0
"I know where you work and I'm not afraid to show up there, you piece of garbage.",1
The concert tickets are now available online!,0
Keep ignoring me and I'll bash your fucking head in.,1
Could you help me with this math problem?,0
"I've got a knife with your name on it, just wait.",1
Just got back from that restaurant you recommended.,0
"I'm going to destroy everything you care about, you useless waste of space.",1
Are we still on for game night this weekend?,0
"Answer my calls or I'll make sure you never feel safe again, bitch.",1
Can you send me the address for the party?,0
I'll cut your brake lines if you don't give me what's mine.,1
Thanks for helping me move last weekend!,0
I'll fucking kill your dog if you don't pay me by Friday.,1
The doctor's appointment is scheduled for 2pm tomorrow.,0
"You're a dead man walking, just wait and see what happens.",1
Just wanted to check in and see how you're doing.,0
Keep seeing that slut and I'll make sure neither of you can walk again.,1
Do you have any recommendations for good hiking trails?,0
I'll beat you so bad your own mother won't recognize you.,1
Looking forward to catching up over coffee soon!,0
"You pathetic little shit, I'll find you wherever you try to hide.",1
Can you pick up some eggs on your way over?,0
I'm going to cut you into pieces if you don't stop talking to my ex.,1
The webinar starts at noon tomorrow.,0
You're nothing but a worthless coward. I'll show you what real pain is.,1
Just saw that movie you recommended - it was great!,0
I'll bash your fucking teeth in if you don't answer my calls.,1
Don't forget about the team meeting at 4pm.,0
I know where your sister lives. How about I pay her a visit instead?,1
The weather looks perfect for our hiking trip!,0
"Listen you worthless piece of shit, pay up or I'll end you.",1
Can you share that article you mentioned yesterday?,0
"I'm going to fucking destroy everything you love, one by one.",1
Just wanted to wish you good luck on your exam!,0
Keep pushing me and I'll make sure they find your body in a ditch.,1
The package should arrive by Thursday afternoon.,0
"I've got a gun and I know where you sleep, asshole.",1
Thanks for the restaurant recommendation!,0
I'll cut your fucking throat if you ever speak to me like that again.,1
Just finished setting up the new furniture.,0
You're dead. Your family's dead. Everyone you care about is fucking dead.,1
Could you send me the presentation from yesterday?,0
I'll break your goddamn legs if you don't delete those photos.,1
Looking forward to the concert next month!,0
"Keep ignoring me, bitch. See what happens when I find you.",1
Have you tried that new cafe downtown?,0
I'm going to beat the living shit out of you next time I see you.,1
Just dropped off your package at the front desk.,0
You think you can hide from me? I'll hunt you down like the animal you are.,1
Don't forget we have dinner plans on Friday.,0
"Answer my messages or I swear to god I'll make you suffer, you piece of shit.",1
The new update fixed all the bugs in the app.,0
I'll put a bullet in your head if you don't give me my money back.,1
Can we reschedule our call to next Monday?,0
"Keep talking to her and I'll make sure you can never talk again, asshole.",1
Just sent you the draft of the report.,0
I'll smash your fucking car to pieces if you park there again.,1
Hope your family vacation is going well!,0
"You worthless piece of garbage, I'll find where you live and end you.",1
The concert last night was amazing!,0
I'm going to stab you in your sleep if you don't pay me what you owe.,1
Just checking if you received my email.,0
Keep blocking my number and see what happens when I catch you alone.,1
Can you recommend a good dentist in the area?,0
"I'll burn everything you love to the ground, you fucking snake.",1
Don't forget to submit the application by Friday.,0
Answer me right now or I'll come to your house and make you regret it.,1
Looking forward to the team building event!,0
I'll break every window in your house if you don't back off.,1
Just tried that new recipe you shared!,0
You're a dead man walking. Just wait until I get my hands on you.,1
The meeting has been moved to Conference Room B.,0
I know where your kids go to school. Don't make me show up there.,1
Can you help me troubleshoot this computer issue?,0
I'll fucking destroy your career if you don't do exactly what I say.,1
Just wanted to check in and see how you're doing.,0
"Keep talking shit and I'll put you in the hospital, you understand?",1
The birthday party starts at 7pm on Saturday.,0
I'll slash your tires if I ever see your car at her place again.,1
Did you get a chance to review the document?,0
"You pathetic little coward, I'll find you and make you suffer.",1
Thanks for covering my shift yesterday!,0
I'll break your fucking jaw if you ever speak to me like that again.,1
Can you send me the link to join the meeting?,0
I'm going to make your life a living hell until you pay me back.,1
Hope your presentation went well today!,0
"You keep hiding behind your screen but I know where you live, bitch.",1
Just planted those flowers you recommended.,0
I'll cut your fucking fingers off one by one if you touch my stuff again.,1
Do you have any recommendations for good books?,0
Talk to my girlfriend again and I'll make sure you can never talk again.,1
The new restaurant downtown is amazing!,0
You're nothing but a pathetic waste of space. I'll end your miserable life.,1
Just sent you the photos from the event.,0
I'll beat you within an inch of your life if you don't delete those messages.,1
Can we reschedule our appointment to next week?,0
"Keep talking and I'll put a bullet in your head, you understand me?",1
Looking forward to seeing you at the wedding!,0
I know where you live and I'll burn your house down with you in it.,1
The package should arrive by Thursday afternoon.,0
You're fucking dead if you don't pay me by tomorrow.,1
Can you recommend a good movie to watch tonight?,0
I'll break every bone in your face if you ever call here again.,1
Just finished that book you recommended!,0
I'm going to hunt you down like the dog you are and make you pay.,1
Don't forget to bring your laptop to the meeting.,0
Answer my calls or I swear to god I'll make your life hell.,1
The concert tickets go on sale tomorrow morning.,0
"Keep blocking my number and see what happens to your family, asshole.",1
Hope your weekend was relaxing!,0
I'll fucking stab you if you ever come near my sister again.,1
Just wanted to check if we're still on for coffee.,0
"You worthless piece of shit, I'll destroy everything you care about.",1
Can you help me with this spreadsheet formula?,0
I'm going to bash your fucking head in if you don't pay me what you owe.,1
The meeting got rescheduled to tomorrow at 3pm.,0
"Keep ignoring me and I'll show up at your work, you pathetic coward.",1
Thanks for the birthday wishes!,0
I'll make sure you can never walk again if you don't back off.,1
Did you get a chance to try that new restaurant?,0
I know where your parents live. How about I pay them a visit instead?,1
Just sent you the invoice for last month.,0
You're dead meat. I'll find you and make you regret the day you were born.,1
Looking forward to the game this weekend!,0
I'll smash your fucking teeth in if you ever disrespect me like that again.,1
Can you send me the address for the party?,0
Keep talking to my ex and I'll cut your goddamn tongue out.,1
The weather looks perfect for our picnic!,0
I'm going to destroy your reputation and then I'm coming for you physically.,1
Just wanted to check if you got home safely.,0
Answer my messages you piece of shit or I'll make you sorry.,1
Don't forget to water my plants while I'm away.,0
I'll put you in the hospital if you don't give me back what's mine.,1
Can you recommend a good plumber?,0
"You're nothing but a dead man walking. Watch your back, asshole.",1
The presentation went really well today!,0
I'll cut your brake lines if you don't stop seeing her.,1
Just finished that podcast you recommended!,0
"Keep pushing me and I'll destroy everything you've worked for, you piece of garbage.",1
Hope your job interview went well yesterday!,0
I know where you sleep at night. Don't make me come find you.,1
Can you share the recipe for that cake?,0
I'll beat you so badly your own mother won't recognize you.,1
The concert was amazing last night!,0
"You pathetic waste of space, I'll end your miserable existence.",1
Just sent you the draft of the report.,0
I'll fucking kill you and your entire family if you don't back off.,1
Do you have any recommendations for a good gym?,0
"Answer my calls or I'll make sure everyone sees those photos, bitch.",1
Looking forward to the team lunch tomorrow!,0
Keep talking shit and I'll put a bullet in your head.,1
Can you help me with this math problem?,0
I'm going to break every finger you have if you touch my stuff again.,1
The new coffee shop downtown is amazing!,0
"You're dead. Just wait until I get my hands on you, you worthless coward.",1
Just wanted to check if you received my email.,0
I'll bash your fucking brains in if you ever speak to me like that again.,1
Don't forget we have that meeting at 2pm.,0
Keep ignoring me and I'll show up at your door with a baseball bat.,1
The restaurant you recommended was fantastic!,0
"You piece of shit, I'll hunt you down and make you suffer.",1
Can you send me the presentation slides?,0
I'll cut your throat if you ever come near my family again.,1
Hope your vacation was relaxing!,0
Answer me now or I swear to god I'll make you regret it.,1
Just tried that new recipe you shared!,0
"I'm going to destroy everything you love, one by one, you fucking snake.",1
The movie last night was incredible!,0
You're nothing but a walking corpse. I'll end you if you don't pay up.,1
Did you get a chance to review the document?,0
Keep pushing me and I'll make sure they find your body in pieces.,1
Can we reschedule our call to next week?,0
I'll smash your car to pieces if I ever see it at her place again.,1
Looking forward to seeing you at the conference!,0
"You're a dead man walking. I know where you live, asshole.",1
Just sent you the notes from yesterday's meeting.,0
I'll break every bone in your body if you don't delete those messages.,1
The package should arrive by Friday afternoon.,0
Answer my calls or I'll find where your kids go to school.,1
Can you recommend a good movie to watch?,0
I'm going to beat the living shit out of you next time I see your face.,1
Hope your doctor's appointment went well!,0
"You worthless piece of garbage, I'll make you wish you were never born.",1
Just planted those flowers you recommended.,0
Keep talking and I'll put you in the fucking ground.,1
Don't forget to bring your passport for the trip.,0
I'll find where you live and burn everything you love to the ground.,1
The concert tickets go on sale tomorrow!,0
"You pathetic little shit, I'll end your miserable existence.",1
Can you send me the address for the meeting?,0
I'll stab you in your sleep if you don't pay me what you owe.,1
Just wanted to check if we're still on for dinner.,0
Keep blocking my number and see what happens when I catch you alone.,1
Looking forward to the game this weekend!,0
I'll break your fucking legs if you ever disrespect me again.,1
The presentation went really well today!,0
You're nothing but a coward hiding behind a screen. Wait till I find you.,1
Can you help me with this computer issue?,0
I'll shoot you in the face if you don't give me back what's mine.,1
Just finished that book you recommended!,0
"Answer my messages or I'll make everyone you love suffer, you piece of shit.",1
Hope your family vacation is going well!,0
I know where you work and I'm not afraid to show up there with a bat.,1
Do you have any recommendations for dinner?,0
I'll cut your fucking fingers off one by one if you touch her again.,1
The new update fixed most of the bugs.,0
"You keep hiding but I'll find you eventually, and then you're dead.",1
Just wanted to check in and see how you're doing.,0
I'm going to beat you until you can't stand if you don't pay up.,1
Can you send me the link to join the meeting?,0
Keep talking to my girlfriend and I'll make sure they never find your body.,1
The weather looks perfect for our trip!,0
"You worthless piece of shit, I'll destroy everything you care about.",1
Thanks for the restaurant recommendation!,0
I'll put you in the hospital if you ever speak to me like that again.,1
Don't forget about the team meeting tomorrow.,0
Answer my calls or I swear to god I'll make your life a living hell.,1
Just sent you the photos from the event.,0
"Keep pushing me and I'll make sure you can never walk again, asshole.",1
Can we reschedule our coffee to next Tuesday?,0
I'll burn your fucking house down with you in it if you don't back off.,1
The birthday party starts at 7pm on Saturday.,0
You're a dead man walking. Just wait until I get my hands on you.,1
Looking forward to the team building event!,0
I'll break every window in your house if you don't give me what's mine.,1
Did you get a chance to try that new restaurant?,0
Keep talking shit and I'll bash your fucking head in.,1
Just tried that new app you recommended!,0
I'll hunt you down like the dog you are and make you suffer.,1
Can you recommend a good dentist in the area?,0
Answer me right now or I'll show up at your door with a knife.,1
The concert was amazing last night!,0
"You piece of garbage, I'll end your pathetic life if you don't pay up.",1
Hope your presentation went well today!,0
I'll slash your tires if I ever see your car at her place again.,1
Just wanted to check if you received my email.,0
"Keep ignoring me and see what happens when I catch you alone, bitch.",1
The meeting has been moved to Conference Room B.,0
I'm going to destroy your reputation and then come for you physically.,1
Can you help me troubleshoot this computer issue?,0
"You're nothing but a dead man walking. Watch your back, asshole.",1
Thanks for covering my shift yesterday!,0
I'll break your fucking jaw if you ever speak to me like that again.,1
Don't forget we have that dinner reservation at 7pm.,0
Answer my messages or I'll make sure everyone sees those photos.,1
Just finished that podcast you recommended!,0
I'll put a bullet in your head if you don't give me my money back.,1
Looking forward to seeing you at the wedding!,0
"Keep talking and I'll cut your goddamn tongue out, you understand me?",1
Can you send me the presentation slides?,0
I'm going to make your life a living hell until you pay me what you owe.,1
The package should arrive by Thursday afternoon.,0
"You pathetic coward, I'll find you wherever you try to hide.",1
Hope your weekend was relaxing!,0
I'll beat the shit out of you if you ever come near my family again.,1
Just sent you the draft of the report.,0
"Keep blocking my number and see what happens to your kids, asshole.",1
Can you recommend a good movie to watch tonight?,0
I'll smash your fucking teeth in if you don't delete those messages now.,1
The new coffee shop downtown is amazing!,0
Answer me or I swear to god I'll make you regret the day you were born.,1
Just wanted to check if we're still on for coffee.,0
You're dead meat. I'll find you and make you pay for what you did.,1
Don't forget to bring your laptop to the meeting.,0
"I'll destroy everything you care about if you don't back off, you piece of shit.",1
Can you help me with this spreadsheet formula?,0
Keep talking and I'll put you in the fucking ground where you belong.,1
The meeting got rescheduled to tomorrow at 3pm.,0
I'm going to cut you into pieces if you don't stop seeing her.,1
Looking forward to the game this weekend!,0
"You worthless waste of space, I'll end your miserable existence.",1
Just sent you the invoice for last month.,0
I'll fucking kill you if you ever disrespect me like that again.,1
Can you send me the directions to the venue?,0
Answer my calls or I'll make everyone you love suffer.,1
Thanks for the birthday wishes!,0
Keep pushing me and I'll make sure they never find your body.,1
Did you get a chance to review the document?,0
I'll break every bone in your face if you ever call here again.,1
The weather looks perfect for our picnic!,0
"You're nothing but a dead man walking. I'm coming for you, asshole.",1
```,